Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
load/with 1000position,0.17094950917930224,0.16928276767928851,0.17272882400073805,2.4794920927035326e-3,1.7146892117687045e-3,3.3005847850763378e-3
load/with 2000position,0.23337829453627013,0.23210232802820327,0.2359771743334831,2.3854060099332405e-3,4.0098422268872516e-4,3.61473261117031e-3
load/with 3000position,0.3051249371369947,0.29272402246757945,0.3174806656999863,1.6036981592182597e-2,9.31082497830102e-3,2.406786235838033e-2
load/with 4300position,0.38622172568773294,0.37871770900028423,0.3901951905002079,7.117551464335009e-3,2.3462517501684488e-3,9.176323916391692e-3
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
load/with 1000position,0.1705781643347016,0.16906497595376338,0.1725349080475748,2.638082456236886e-3,1.4728702694241044e-3,3.974917646155364e-3
load/with 2000position,0.2307783907830526,0.22908024228299836,0.23233277011661105,2.1696293093180735e-3,1.6326180479990442e-3,2.804310175717402e-3
load/with 3000position,0.29659636429665626,0.29032189584968365,0.2995886379601143,5.091171648131755e-3,1.6368714893015613e-3,7.363957983696258e-3
load/with 4300position,0.3810586275624246,0.37595090324998637,0.38385389437485173,4.942826422080318e-3,9.656186248321319e-4,6.455392186446555e-3
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
load/with 1000position,0.1722830619236651,0.1712022473710801,0.1736130094284471,1.7083124637044666e-3,1.4235777078428335e-3,2.014216443365233e-3
load/with 2000position,0.23680820878380474,0.23367584228429528,0.23951816998354236,3.996991150622225e-3,2.388017289588392e-3,5.524389397105542e-3
load/with 3000position,0.3044311367729703,0.29566684539877314,0.3094091074134,9.030033921957602e-3,2.4163663797395867e-3,1.2232197065511825e-2
load/with 4300position,0.4047199781659856,0.3960524161648209,0.4099948045416113,8.746333575586091e-3,1.7663095215933594e-3,1.218168971158416e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
load/with 1000position,0.1744484283812644,0.1713858945002444,0.18097163630988447,6.045745827683887e-3,2.2912000032717884e-3,9.117229183212023e-3
load/with 2000position,0.23586346416700002,0.23394301833338127,0.2376620831673386,2.692198787521106e-3,1.6387175988306255e-3,3.669803302457952e-3
load/with 3000position,0.3124429589596184,0.29866061879965855,0.3262211789997309,1.776399034195022e-2,9.38958062674461e-3,2.515923419843121e-2
load/with 4300position,0.3947084046672747,0.3892102677502862,0.40371005849942776,8.736595960432905e-3,6.564766994230312e-4,1.1161944122946828e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
load/with 1000position,0.23059766611834978,0.22913421718197546,0.23416096669340428,2.910173206200966e-3,7.845410143658741e-4,4.330718660614871e-3
load/with 2000position,0.32179755003965205,0.3142974016396329,0.3251786406799996,6.222285993445713e-3,1.6833208201191621e-3,8.42074586277157e-3
load/with 3000position,0.41153954275053667,0.40187950787731097,0.4183089347494994,1.0175514326460203e-2,5.781285748525988e-3,1.4329298475072777e-2
load/with 4300position,0.5458550823746009,0.5325811642483131,0.5542102385002181,1.3731990927087085e-2,6.872788249893347e-3,1.9295406552985794e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
load/with 1000position,0.18923753636576698,0.185657275737948,0.19276933413806951,4.709448191276785e-3,3.029064193109647e-3,7.485798118059355e-3
load/with 2000position,0.24802424968052947,0.23707236800109968,0.255953652399694,1.2088906337638802e-2,6.388632236870673e-3,1.6916676834484983e-2
load/with 3000position,0.29983012440711415,0.2958184236345308,0.30558307041996163,6.191633665672004e-3,2.3569963480043698e-3,9.19400194534675e-3
load/with 4300position,0.39784538635528105,0.38512894362884253,0.41191935706137883,1.4729321405399657e-2,2.615629109604476e-4,2.071045751295509e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
load/with 1000position,0.16915745630422135,0.1676440029824093,0.17046359965295,2.060826698122589e-3,1.316289617217203e-3,2.7852216014195145e-3
load/with 2000position,0.23549913489932806,0.23143950402542637,0.23713267002221983,3.397937810131975e-3,1.177752182091416e-3,4.959898915418341e-3
load/with 3000position,0.3057287577833631,0.2953862146336178,0.31705332988349255,1.3433531719431731e-2,7.278766517396785e-3,1.9779279630700992e-2
load/with 4300position,0.3953941777090222,0.3886213278365176,0.3990788664577849,6.6268507416239264e-3,2.086481332336243e-4,8.509424163912543e-3
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
load/with 1000position,0.15797890261239605,0.15527212742532345,0.16164971209093762,4.946296123929514e-3,3.351917047880167e-3,6.936823892448541e-3
load/with 2000position,0.20184164314788278,0.20025901387725753,0.20407976116803184,2.520645250004e-3,1.107257447087485e-3,4.212498450829773e-3
load/with 3000position,0.24394971854080114,0.23983489020356502,0.24557483473972144,3.258243064556951e-3,1.9306243043519956e-4,4.450564003578493e-3
load/with 4300position,0.3020419348440676,0.2908393727491784,0.30642231940427644,8.499466542397116e-3,9.216254733415757e-4,1.1996177170868455e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
load/with 1000position,9.32295031916039e-3,9.010473713783993e-3,1.0125591070760163e-2,1.2327690497616248e-3,4.6235121158854145e-4,2.171702637770395e-3
load/with 2000position,1.5937181783119148e-2,1.5459756401513158e-2,1.6844241010608416e-2,1.555791903079144e-3,8.548484480788063e-4,2.5874880254616924e-3
load/with 3000position,2.641300261146304e-2,2.462723787066522e-2,3.0515980665840665e-2,5.75331263782455e-3,2.736757289622562e-3,1.0619503014619626e-2
